realization	alpha	beta	mu	mu_low	lambda	delta	lambda_tilde	violation
41459	0.8151	0.8151	-0.7396	-4.0000	0.0000	-0.1849	0.0000	False
41460	1.0000	1.0000	0.0000	-4.0000	-0.1052	-0.0000	-0.0263	False
41461	1.4142	1.4142	1.6569	-4.0000	-0.0064	0.4142	-0.0016	False
41462	1.4142	1.4142	2.4853	-6.0000	0.1691	0.4142	0.0282	False
41463	1.7321	1.7321	2.9282	-4.0000	0.0000	0.7321	0.0000	False
41464	1.3247	1.3247	1.6236	-5.0000	0.0170	0.3247	0.0034	False
41465	1.4142	1.4142	1.6569	-4.0000	0.1459	0.4142	0.0365	False
41466	1.4142	1.4142	2.0711	-5.0000	0.3636	0.4142	0.0727	False
41467	1.4142	1.4142	2.0711	-5.0000	0.2378	0.4142	0.0476	False
41468	1.0000	1.0000	0.0000	-2.0000	-0.0000	0.0000	-0.0000	False
41469	1.4142	1.4142	1.2426	-3.0000	-0.0000	0.4142	-0.0000	False
41470	1.4142	1.4142	1.6569	-4.0000	0.0402	0.4142	0.0100	False
41471	2.0000	2.0000	4.0000	-4.0000	0.1838	1.0000	0.0459	False
41472	1.7321	1.7321	2.1962	-3.0000	0.0000	0.7321	0.0000	False
41473	1.0000	1.0000	0.0000	-6.0000	-0.0090	-0.0000	-0.0015	False
41474	2.0000	2.0000	6.0000	-6.0000	0.4715	1.0000	0.0786	False
41475	1.2207	1.2207	0.8830	-4.0000	0.0000	0.2207	0.0000	False
41476	1.4142	1.4142	2.0711	-5.0000	0.2682	0.4142	0.0536	False
41477	1.7693	1.7693	3.8465	-5.0000	0.1279	0.7693	0.0256	False
41478	1.5874	1.5874	2.9370	-5.0000	-0.1056	0.5874	-0.0211	False
41479	0.7665	0.7665	-1.4007	-6.0000	-0.0000	-0.2335	-0.0000	False
41480	1.4142	1.4142	2.0711	-5.0000	0.0110	0.4142	0.0022	False
41481	1.4142	1.4142	2.0711	-5.0000	0.0918	0.4142	0.0184	False
41482	1.4142	1.4142	2.4853	-6.0000	0.0795	0.4142	0.0133	False
41483	1.0000	1.0000	0.0000	-6.0000	-0.0060	-0.0000	-0.0010	False
41484	1.4142	1.4142	3.3137	-8.0000	0.0008	0.4142	0.0001	False
41485	1.0000	1.0000	0.0000	-5.0000	-0.0739	-0.0000	-0.0148	False
41486	2.0000	2.0000	6.0000	-6.0000	0.1633	1.0000	0.0272	False
41487	1.4902	1.4902	2.9413	-6.0000	0.2726	0.4902	0.0454	False
41488	2.0000	2.0000	6.0000	-6.0000	0.5119	1.0000	0.0853	False
41489	1.0000	1.0000	0.0000	-2.0000	-0.0683	0.0000	-0.0341	False
41490	1.0000	1.0000	0.0000	-6.0000	-0.0374	-0.0000	-0.0062	False
41491	1.0000	0.7071	0.0000	-4.0000	-0.0000	-0.0000	-0.0000	False
41492	1.3352	1.3352	1.3406	-4.0000	0.0121	0.3352	0.0030	False
41493	1.2123	1.2123	1.0617	-5.0000	-0.0000	0.2123	-0.0000	False
41494	1.0000	1.0000	0.0000	-3.0000	-0.0000	0.0000	-0.0000	False
41495	1.0000	1.0000	0.0000	-6.0000	-0.0000	0.0000	-0.0000	False
41496	1.0000	1.0000	0.0000	-2.0000	-0.0000	0.0000	-0.0000	False
41497	1.4142	1.4142	1.6569	-4.0000	0.0083	0.4142	0.0021	False
41498	2.0000	2.0000	6.0000	-6.0000	0.8730	1.0000	0.1455	False
41499	1.4142	1.4142	1.2426	-3.0000	0.1995	0.4142	0.0665	False
41500	1.2269	1.2269	1.1343	-5.0000	0.0542	0.2269	0.0108	False
41501	1.0000	1.0000	0.0000	-3.0000	-0.0000	-0.0000	-0.0000	False
41502	1.0000	1.0000	0.0000	-5.0000	-0.0334	-0.0000	-0.0067	False
41503	1.4142	1.4142	2.4853	-6.0000	0.1129	0.4142	0.0188	False
41504	1.2349	1.2349	0.7046	-3.0000	-0.0000	0.2349	-0.0000	False
41505	1.1915	1.1915	0.5745	-3.0000	-0.0000	0.1915	-0.0000	False
41506	1.0000	1.0000	0.0000	-5.0000	-0.3991	-0.0000	-0.0798	False
41507	0.9013	0.9013	-0.5922	-6.0000	0.0000	-0.0987	0.0000	False
41508	1.0000	1.0000	0.0000	-6.0000	-0.0457	0.0000	-0.0076	False
41509	2.0000	2.0000	3.0000	-3.0000	0.1118	1.0000	0.0373	False
41510	1.0655	1.0655	0.3274	-5.0000	-0.0138	0.0655	-0.0028	False
41511	1.4142	1.4142	2.0711	-5.0000	0.1740	0.4142	0.0348	False
41512	1.3006	1.3006	1.5031	-5.0000	0.0783	0.3006	0.0157	False
41513	1.0000	1.0000	0.0000	-2.0000	-0.0000	0.0000	-0.0000	False
41514	1.3247	1.3247	0.3247	-1.0000	0.1357	0.3247	0.1357	False
41515	1.0000	1.0000	0.0000	-5.0000	0.0000	-0.0000	0.0000	False
41516	0.7549	0.7549	-1.7159	-7.0000	0.0000	-0.2451	0.0000	False
41517	1.1617	1.1617	0.8085	-5.0000	-0.0788	0.1617	-0.0158	False
41518	2.0000	2.0000	5.0000	-5.0000	0.6511	1.0000	0.1302	False
41519	2.0000	2.0000	6.0000	-6.0000	0.1019	1.0000	0.0170	False
41520	1.4142	1.4142	2.0711	-5.0000	0.1436	0.4142	0.0287	False
41521	1.0000	1.0000	0.0000	-4.0000	-0.0000	-0.0000	-0.0000	False
41522	1.6529	1.6529	3.9173	-6.0000	0.0389	0.6529	0.0065	False
41523	1.7523	1.7523	3.7617	-5.0000	0.3146	0.7523	0.0629	False
41524	2.0000	2.0000	6.0000	-6.0000	0.4226	1.0000	0.0704	False
41525	0.8846	0.8846	-0.3461	-3.0000	-0.1460	-0.1154	-0.0487	False
41526	2.0000	2.0000	3.0000	-3.0000	0.3473	1.0000	0.1158	False
41527	1.5091	1.5091	1.5274	-3.0000	0.1392	0.5091	0.0464	False
41528	1.1787	1.1787	0.8936	-5.0000	-0.0000	0.1787	-0.0000	False
41529	1.0000	1.0000	0.0000	-4.0000	0.0000	-0.0000	0.0000	False
41530	2.0000	2.0000	7.0000	-7.0000	0.3802	1.0000	0.0543	False
41531	1.1177	1.1177	0.5884	-5.0000	-0.0000	0.1177	-0.0000	False
41532	1.0000	1.0000	0.0000	-7.0000	-0.0000	0.0000	-0.0000	False
41533	2.0000	2.0000	6.0000	-6.0000	0.4899	1.0000	0.0816	False
41534	2.0000	2.0000	6.0000	-6.0000	0.0670	1.0000	0.0112	False
41535	1.0000	1.0000	0.0000	-4.0000	0.0000	0.0000	0.0000	False
41536	1.5874	1.5874	2.9370	-5.0000	0.0000	0.5874	0.0000	False
41537	1.2056	1.2056	0.6167	-3.0000	0.0000	0.2056	0.0000	False
41538	2.0000	2.0000	6.0000	-6.0000	0.3086	1.0000	0.0514	False
41539	0.5774	0.5774	-2.1132	-5.0000	-0.0000	-0.4226	-0.0000	False
41540	1.4142	1.4142	3.3137	-8.0000	0.1960	0.4142	0.0245	False
41541	2.0000	2.0000	8.0000	-8.0000	0.7330	1.0000	0.0916	False
41542	1.4535	1.4535	3.1745	-7.0000	0.0078	0.4535	0.0011	False
41543	2.0000	2.0000	5.0000	-5.0000	0.3509	1.0000	0.0702	False
41544	0.7549	0.7549	-0.4902	-2.0000	-0.0599	-0.2451	-0.0300	False
41545	1.5874	1.5874	2.3496	-4.0000	0.1333	0.5874	0.0333	False
41546	0.6518	0.6518	-1.0445	-3.0000	0.0000	-0.3482	0.0000	False
41547	1.2361	1.2361	0.9443	-4.0000	0.0036	0.2361	0.0009	False
41548	1.0000	1.0000	0.0000	-5.0000	-0.0597	-0.0000	-0.0119	False
41549	2.0000	2.0000	6.0000	-6.0000	0.2807	1.0000	0.0468	False
41550	1.0000	1.0000	0.0000	-6.0000	-0.0599	-0.0000	-0.0100	False
41551	1.4142	1.4142	2.4853	-6.0000	0.1864	0.4142	0.0311	False
41552	2.0000	2.0000	5.0000	-5.0000	0.1608	1.0000	0.0322	False
41553	2.0000	2.0000	6.0000	-6.0000	0.5407	1.0000	0.0901	False
41554	1.6180	1.6180	4.3262	-7.0000	0.2560	0.6180	0.0366	False
41555	0.8068	0.8068	-0.7727	-4.0000	-0.0000	-0.1932	-0.0000	False
41556	1.4142	1.4142	2.0711	-5.0000	0.2640	0.4142	0.0528	False
41557	1.0000	1.0000	0.0000	-3.0000	-0.0142	-0.0000	-0.0047	False
41558	2.0000	2.0000	5.0000	-5.0000	0.3414	1.0000	0.0683	False
41559	1.4167	1.4167	1.2500	-3.0000	0.1888	0.4167	0.0629	False
41560	1.7693	1.7693	3.8465	-5.0000	0.4358	0.7693	0.0872	False
41561	2.0000	2.0000	6.0000	-6.0000	0.6522	1.0000	0.1087	False
41562	1.3463	1.3463	2.0776	-6.0000	0.0049	0.3463	0.0008	False
41563	0.9034	0.9034	-0.3864	-4.0000	-0.0000	-0.0966	-0.0000	False
41564	1.0000	1.0000	0.0000	-2.0000	-0.0000	0.0000	-0.0000	False
41565	1.0000	1.0000	0.0000	-4.0000	-0.2290	-0.0000	-0.0572	False
41566	1.3106	1.3106	1.8638	-6.0000	0.0839	0.3106	0.0140	False
41567	1.3116	1.3116	2.4925	-8.0000	0.0169	0.3116	0.0021	False
41568	1.0000	1.0000	0.0000	-8.0000	-0.0004	-0.0000	-0.0000	False
41569	1.4142	1.4142	1.6569	-4.0000	0.1100	0.4142	0.0275	False
41570	1.4142	1.4142	2.8995	-7.0000	-0.0000	0.4142	-0.0000	False
41571	1.0000	1.0000	0.0000	-2.0000	-0.0000	-0.0000	-0.0000	False
41572	1.4142	1.4142	1.6569	-4.0000	0.3211	0.4142	0.0803	False
41573	2.0000	2.0000	4.0000	-4.0000	0.3488	1.0000	0.0872	False
41574	1.0000	1.0000	0.0000	-5.0000	-0.0000	-0.0000	-0.0000	False
41575	1.6180	1.6180	3.7082	-6.0000	-0.0076	0.6180	-0.0013	False
41576	1.4142	1.4142	2.0711	-5.0000	0.0501	0.4142	0.0100	False
41577	1.0000	1.0000	0.0000	-5.0000	-0.0927	-0.0000	-0.0185	False
41578	1.0000	1.0000	0.0000	-4.0000	0.0000	-0.0000	0.0000	False
41579	1.5811	1.5811	1.7434	-3.0000	0.3062	0.5811	0.1021	False
41580	1.5129	1.5129	2.0515	-4.0000	0.1141	0.5129	0.0285	False
41581	1.0000	1.0000	0.0000	-5.0000	0.0000	0.0000	0.0000	False
41582	2.0000	2.0000	3.0000	-3.0000	0.3387	1.0000	0.1129	False
41583	1.4142	1.4142	1.6569	-4.0000	0.1065	0.4142	0.0266	False
41584	1.0000	1.0000	0.0000	-4.0000	-0.2625	-0.0000	-0.0656	False
41585	0.7549	0.7549	-0.7354	-3.0000	0.0000	-0.2451	0.0000	False
41586	1.4142	1.4142	1.6569	-4.0000	0.1287	0.4142	0.0322	False
41587	1.3660	1.3660	2.5622	-7.0000	0.0168	0.3660	0.0024	False
41588	1.4505	1.4505	2.2527	-5.0000	0.0662	0.4505	0.0132	False
41589	2.0000	2.0000	6.0000	-6.0000	0.3438	1.0000	0.0573	False
41590	1.6180	1.6180	2.4721	-4.0000	0.0692	0.6180	0.0173	False
41591	2.0000	2.0000	3.0000	-3.0000	0.3344	1.0000	0.1115	False
41592	1.1479	1.1479	0.7395	-5.0000	0.0000	0.1479	0.0000	False
41593	2.0000	2.0000	7.0000	-7.0000	0.6367	1.0000	0.0910	False
41594	2.0000	2.0000	5.0000	-5.0000	0.6951	1.0000	0.1390	False
41595	0.6823	0.6823	-1.2707	-4.0000	0.0000	-0.3177	0.0000	False
41596	1.5826	1.5826	2.3303	-4.0000	0.0949	0.5826	0.0237	False
41597	1.3247	1.3247	0.6494	-2.0000	0.1904	0.3247	0.0952	False
41598	1.4902	1.4902	1.9609	-4.0000	0.0734	0.4902	0.0184	False
41599	1.2247	1.2247	1.7980	-8.0000	0.0000	0.2247	0.0000	False
41600	2.0000	2.0000	5.0000	-5.0000	-0.0372	1.0000	-0.0074	False
41601	1.3247	1.3247	1.6236	-5.0000	0.0000	0.3247	0.0000	False
41602	2.0000	2.0000	3.0000	-3.0000	0.3067	1.0000	0.1022	False
41603	1.4142	1.4142	2.0711	-5.0000	0.1673	0.4142	0.0335	False
41604	2.0000	2.0000	4.0000	-4.0000	0.2842	1.0000	0.0710	False
41605	1.0000	1.0000	0.0000	-5.0000	0.0000	0.0000	0.0000	False
41606	1.3247	1.3247	1.9483	-6.0000	0.0000	0.3247	0.0000	False
41607	1.4142	1.4142	2.4853	-6.0000	0.1308	0.4142	0.0218	False
41608	1.4142	1.4142	2.4853	-6.0000	-0.2622	0.4142	-0.0437	False
41609	1.4142	1.4142	2.0711	-5.0000	-0.1262	0.4142	-0.0252	False
41610	1.4142	1.4142	2.4853	-6.0000	-0.1771	0.4142	-0.0295	False
41611	1.6180	1.6180	2.4721	-4.0000	0.1639	0.6180	0.0410	False
41612	1.8478	1.8478	4.2388	-5.0000	0.3821	0.8478	0.0764	False
41613	1.0000	1.0000	0.0000	-6.0000	-0.0000	0.0000	-0.0000	False
41614	1.4142	1.4142	0.8284	-2.0000	0.3673	0.4142	0.1836	False
41615	1.6717	1.6717	2.0151	-3.0000	0.3356	0.6717	0.1119	False
41616	0.9192	0.9192	-0.3233	-4.0000	0.0000	-0.0808	0.0000	False
41617	1.0000	1.0000	0.0000	-3.0000	0.0000	0.0000	0.0000	False
41618	2.0000	2.0000	6.0000	-6.0000	0.3240	1.0000	0.0540	False
41619	1.4757	1.4757	2.8541	-6.0000	0.2118	0.4757	0.0353	False
41620	2.0000	2.0000	6.0000	-6.0000	0.5752	1.0000	0.0959	False
41621	1.4142	1.4142	1.6569	-4.0000	0.0213	0.4142	0.0053	False
41622	1.0000	1.0000	0.0000	-6.0000	-0.0000	0.0000	-0.0000	False
41623	1.0000	1.0000	0.0000	-7.0000	-0.0000	-0.0000	-0.0000	False
41624	1.4142	1.4142	0.8284	-2.0000	0.0942	0.4142	0.0471	False
41625	1.0000	1.0000	0.0000	-6.0000	-0.0000	0.0000	-0.0000	False
41626	1.4526	1.4526	2.2631	-5.0000	0.2067	0.4526	0.0413	False
41627	2.0000	2.0000	4.0000	-4.0000	0.5724	1.0000	0.1431	False
41628	1.3593	1.3593	1.7965	-5.0000	0.0094	0.3593	0.0019	False
41629	1.3660	1.3660	1.4641	-4.0000	0.0575	0.3660	0.0144	False
41630	2.0000	2.0000	3.0000	-3.0000	0.6889	1.0000	0.2296	False
41631	1.0564	1.0564	0.1128	-2.0000	0.0241	0.0564	0.0120	False
41632	1.4311	1.4311	1.2934	-3.0000	0.0521	0.4311	0.0174	False
41633	1.0000	1.0000	0.0000	-3.0000	0.0000	0.0000	0.0000	False
41634	2.0000	2.0000	4.0000	-4.0000	0.3575	1.0000	0.0894	False
41635	1.0000	1.0000	0.0000	-3.0000	-0.0036	-0.0000	-0.0012	False
41636	2.0000	2.0000	3.0000	-3.0000	0.2143	1.0000	0.0714	False
41637	0.7071	0.7071	-0.5858	-2.0000	-0.2755	-0.2929	-0.1378	False
41638	1.4142	1.4142	2.0711	-5.0000	0.1052	0.4142	0.0210	False
41639	1.4142	1.4142	2.0711	-5.0000	-0.1204	0.4142	-0.0241	False
41640	1.0000	1.0000	0.0000	-6.0000	0.0000	0.0000	0.0000	False
41641	2.0000	2.0000	6.0000	-6.0000	0.2701	1.0000	0.0450	False
41642	1.5590	1.5590	2.7949	-5.0000	0.2274	0.5590	0.0455	False
41643	1.4142	1.4142	2.4853	-6.0000	-0.0580	0.4142	-0.0097	False
41644	1.0000	1.0000	0.0000	-7.0000	0.0000	0.0000	0.0000	False
41645	0.7607	0.7607	-0.4786	-2.0000	-0.0366	-0.2393	-0.0183	False
41646	1.4142	1.4142	2.4853	-6.0000	0.1736	0.4142	0.0289	False
41647	1.1979	1.1979	0.9895	-5.0000	0.0376	0.1979	0.0075	False
41648	2.0000	2.0000	4.0000	-4.0000	0.5023	1.0000	0.1256	False
41649	1.0000	1.0000	0.0000	-2.0000	-0.0000	-0.0000	-0.0000	False
41650	0.7549	0.7549	-0.7354	-3.0000	-0.0000	-0.2451	-0.0000	False
41651	1.4142	1.4142	1.6569	-4.0000	-0.1641	0.4142	-0.0410	False
41652	2.0000	2.0000	5.0000	-5.0000	0.2163	1.0000	0.0433	False
41653	1.4142	1.4142	0.8284	-2.0000	0.2596	0.4142	0.1298	False
41654	1.0000	1.0000	0.0000	-5.0000	-0.0000	0.0000	-0.0000	False
41655	1.4142	1.4142	2.0711	-5.0000	0.0000	0.4142	0.0000	False
41656	1.4142	1.4142	0.8284	-2.0000	0.3891	0.4142	0.1946	False
41657	1.3867	1.3867	1.5467	-4.0000	0.0390	0.3867	0.0098	False
41658	2.0000	2.0000	3.0000	-3.0000	0.9887	1.0000	0.3296	False
41659	1.4142	1.4142	2.4853	-6.0000	-0.2914	0.4142	-0.0486	False
41660	1.0000	1.0000	0.0000	-3.0000	-0.0000	0.0000	-0.0000	False
41661	1.4142	1.4142	3.7279	-9.0000	0.0000	0.4142	0.0000	False
41662	2.0000	2.0000	7.0000	-7.0000	0.7112	1.0000	0.1016	False
41663	1.4142	1.4142	2.0711	-5.0000	0.0039	0.4142	0.0008	False
41664	1.8816	1.8816	3.5266	-4.0000	0.4176	0.8816	0.1044	False
41665	1.5098	1.5098	2.0390	-4.0000	0.1184	0.5098	0.0296	False
41666	1.1537	1.1537	0.9223	-6.0000	-0.0000	0.1537	-0.0000	False
41667	1.3247	1.3247	1.6236	-5.0000	0.1139	0.3247	0.0228	False
41668	1.4142	1.4142	2.0711	-5.0000	-0.0000	0.4142	-0.0000	False
41669	1.4142	1.4142	2.0711	-5.0000	0.0622	0.4142	0.0124	False
41670	2.0000	2.0000	5.0000	-5.0000	0.1238	1.0000	0.0248	False
41671	1.2599	1.2599	1.0397	-4.0000	0.0739	0.2599	0.0185	False
41672	0.9116	0.9116	-0.3534	-4.0000	-0.0444	-0.0884	-0.0111	False
41673	1.1084	1.1084	0.5420	-5.0000	0.0000	0.1084	0.0000	False
41674	1.0000	1.0000	0.0000	-1.0000	0.0000	0.0000	0.0000	False
41675	2.0000	2.0000	4.0000	-4.0000	0.5557	1.0000	0.1389	False
41676	0.7071	0.7071	-0.8787	-3.0000	-0.1986	-0.2929	-0.0662	False
41677	1.0000	1.0000	0.0000	-5.0000	0.0000	0.0000	0.0000	False
41678	1.0000	1.0000	0.0000	-4.0000	-0.0000	0.0000	-0.0000	False
41679	0.9248	0.9248	-0.3761	-5.0000	0.0000	-0.0752	0.0000	False
41680	1.7693	1.7693	4.6158	-6.0000	0.2574	0.7693	0.0429	False
41681	1.4142	1.4142	2.0711	-5.0000	0.0066	0.4142	0.0013	False
41682	1.4291	1.4291	1.7164	-4.0000	0.0746	0.4291	0.0187	False
41683	1.1149	1.1149	0.4596	-4.0000	0.0000	0.1149	0.0000	False
41684	1.7693	1.7693	5.3850	-7.0000	0.6121	0.7693	0.0874	False
41685	1.7321	1.7321	3.6603	-5.0000	0.2206	0.7321	0.0441	False
41686	1.1471	1.1471	0.5884	-4.0000	-0.0000	0.1471	-0.0000	False
41687	1.8229	1.8229	3.2915	-4.0000	0.3448	0.8229	0.0862	False
41688	1.0000	1.0000	0.0000	-4.0000	-0.0000	-0.0000	-0.0000	False
41689	1.4142	1.4142	1.6569	-4.0000	0.0503	0.4142	0.0126	False
41690	2.0000	2.0000	9.0000	-9.0000	0.2764	1.0000	0.0307	False
41691	1.1915	1.1915	0.9574	-5.0000	-0.0315	0.1915	-0.0063	False
41692	1.0000	1.0000	0.0000	-5.0000	-0.1383	0.0000	-0.0277	False
41693	1.4142	1.4142	1.6569	-4.0000	-0.0085	0.4142	-0.0021	False
41694	1.0000	1.0000	0.0000	-6.0000	-0.0000	0.0000	-0.0000	False
41695	1.0000	1.0000	0.0000	-5.0000	-0.3819	-0.0000	-0.0764	False
41696	1.4142	1.4142	2.4853	-6.0000	-0.0576	0.4142	-0.0096	False
41697	1.0000	1.0000	0.0000	-6.0000	-0.0390	-0.0000	-0.0065	False
41698	1.1654	1.1654	0.9922	-6.0000	0.0000	0.1654	0.0000	False
41699	1.2207	1.2207	1.3245	-6.0000	-0.0238	0.2207	-0.0040	False
41700	1.4142	1.4142	1.6569	-4.0000	0.1533	0.4142	0.0383	False
41701	1.5214	1.5214	3.6497	-7.0000	0.1248	0.5214	0.0178	False
41702	1.0000	1.0000	0.0000	-4.0000	0.0000	-0.0000	0.0000	False
41703	1.4142	1.4142	2.0711	-5.0000	0.0247	0.4142	0.0049	False
41704	2.0000	2.0000	5.0000	-5.0000	0.4022	1.0000	0.0804	False
41705	2.0000	2.0000	8.0000	-8.0000	0.3595	1.0000	0.0449	False
41706	1.3874	1.3874	1.5497	-4.0000	0.1449	0.3874	0.0362	False
41707	1.0000	1.0000	0.0000	-4.0000	0.0000	-0.0000	0.0000	False
41708	1.4142	1.4142	1.6569	-4.0000	0.0902	0.4142	0.0226	False
41709	0.9011	0.9011	-0.3957	-4.0000	-0.0000	-0.0989	-0.0000	False
41710	1.0000	1.0000	0.0000	-5.0000	-0.0000	0.0000	-0.0000	False
41711	1.0000	1.0000	0.0000	-6.0000	0.0000	0.0000	0.0000	False
41712	0.7071	0.7071	-0.5858	-2.0000	-0.1841	-0.2929	-0.0921	False
41713	1.0000	1.0000	0.0000	-5.0000	-0.1090	-0.0000	-0.0218	False
41714	1.4142	1.4142	2.4853	-6.0000	0.1013	0.4142	0.0169	False
41715	2.0000	2.0000	5.0000	-5.0000	0.5581	1.0000	0.1116	False
41716	1.0000	1.0000	0.0000	-7.0000	0.0000	0.0000	0.0000	False
41717	2.0000	2.0000	6.0000	-6.0000	0.2557	1.0000	0.0426	False
41718	1.4142	1.4142	1.6569	-4.0000	0.0909	0.4142	0.0227	False
41719	1.5214	1.5214	2.6069	-5.0000	-0.0089	0.5214	-0.0018	False
41720	2.0000	2.0000	7.0000	-7.0000	0.4743	1.0000	0.0678	False
41721	1.0690	1.0690	0.4138	-6.0000	-0.0814	0.0690	-0.0136	False
41722	1.4142	1.4142	2.0711	-5.0000	0.1207	0.4142	0.0241	False
41723	2.0000	2.0000	5.0000	-5.0000	0.1644	1.0000	0.0329	False
41724	2.0000	2.0000	6.0000	-6.0000	0.2401	1.0000	0.0400	False
41725	2.0000	2.0000	5.0000	-5.0000	0.2294	1.0000	0.0459	False
41726	1.4142	1.4142	1.6569	-4.0000	0.0923	0.4142	0.0231	False
41727	1.2112	1.2112	1.0559	-5.0000	-0.0000	0.2112	-0.0000	False
41728	2.0000	2.0000	5.0000	-5.0000	0.7027	1.0000	0.1405	False
41729	1.2056	1.2056	0.6167	-3.0000	0.0268	0.2056	0.0089	False
41730	1.4142	1.4142	1.6569	-4.0000	0.0604	0.4142	0.0151	False
41731	0.7071	0.7071	-0.5858	-2.0000	-0.1551	-0.2929	-0.0775	False
41732	2.0000	2.0000	5.0000	-5.0000	1.0598	1.0000	0.2120	False
41733	0.7549	0.7549	-0.7354	-3.0000	-0.0000	-0.2451	-0.0000	False
41734	0.8165	0.8165	-1.1010	-6.0000	-0.5150	-0.1835	-0.0858	False
41735	1.2361	1.2361	0.7082	-3.0000	0.0023	0.2361	0.0008	False
41736	1.3486	1.3486	2.0916	-6.0000	0.0303	0.3486	0.0050	False
41737	1.4142	1.4142	2.8995	-7.0000	-0.0580	0.4142	-0.0083	False
41738	0.7071	0.7071	-0.5858	-2.0000	-0.2198	-0.2929	-0.1099	False
41739	2.0000	2.0000	6.0000	-6.0000	0.5692	1.0000	0.0949	False
41740	1.1915	1.1915	1.1489	-6.0000	0.0000	0.1915	0.0000	False
41741	1.0000	1.0000	0.0000	-3.0000	-0.0458	-0.0000	-0.0153	False
41742	2.0000	2.0000	5.0000	-5.0000	0.4536	1.0000	0.0907	False
41743	0.9481	0.9481	-0.3115	-6.0000	-0.0000	-0.0519	-0.0000	False
41744	1.3247	1.3247	1.2989	-4.0000	-0.0300	0.3247	-0.0075	False
41745	1.7796	1.7796	3.8981	-5.0000	0.0709	0.7796	0.0142	False
41746	1.4142	1.4142	2.4853	-6.0000	0.1876	0.4142	0.0313	False
41747	1.5214	1.5214	3.1283	-6.0000	0.3771	0.5214	0.0629	False
41748	1.3847	1.3847	2.6928	-7.0000	0.0000	0.3847	0.0000	False
41749	1.0000	1.0000	0.0000	-5.0000	0.0000	0.0000	0.0000	False
41750	1.2056	1.2056	1.0278	-5.0000	0.0000	0.2056	0.0000	False
41751	1.8702	1.8702	3.4807	-4.0000	0.2998	0.8702	0.0750	False
41752	1.0000	1.0000	0.0000	-2.0000	-0.0000	-0.0000	-0.0000	False
41753	1.1915	1.1915	0.7660	-4.0000	0.0840	0.1915	0.0210	False
41754	1.3247	1.3247	1.6236	-5.0000	0.0053	0.3247	0.0011	False
41755	2.0000	2.0000	4.0000	-4.0000	0.5522	1.0000	0.1380	False
41756	2.0000	2.0000	6.0000	-6.0000	0.0329	1.0000	0.0055	False
41757	2.0000	2.0000	6.0000	-6.0000	0.6752	1.0000	0.1125	False
41758	1.0000	1.0000	0.0000	-2.0000	0.0000	0.0000	0.0000	False
41759	1.0000	1.0000	0.0000	-4.0000	-0.1354	-0.0000	-0.0339	False
41760	1.0000	1.0000	0.0000	-3.0000	0.0000	-0.0000	0.0000	False
41761	1.0000	1.0000	0.0000	-5.0000	-0.1848	0.0000	-0.0370	False
41762	1.4142	1.4142	2.0711	-5.0000	0.2612	0.4142	0.0522	False
41763	1.5874	1.5874	3.5244	-6.0000	0.0870	0.5874	0.0145	False
41764	1.4142	1.4142	1.6569	-4.0000	0.0656	0.4142	0.0164	False
41765	1.4142	1.4142	2.0711	-5.0000	0.4074	0.4142	0.0815	False
41766	0.7937	0.7937	-1.2378	-6.0000	-0.0000	-0.2063	-0.0000	False
41767	1.3247	1.3247	1.6236	-5.0000	0.1115	0.3247	0.0223	False
41768	1.0000	1.0000	0.0000	-4.0000	-0.0000	-0.0000	-0.0000	False
41769	0.8192	0.8192	-0.7233	-4.0000	0.0000	-0.1808	0.0000	False
41770	1.7693	1.7693	3.8465	-5.0000	0.1598	0.7693	0.0320	False
41771	1.4142	1.4142	2.8995	-7.0000	0.3544	0.4142	0.0506	False
41772	1.4757	1.4757	3.3298	-7.0000	0.3934	0.4757	0.0562	False
41773	1.4995	1.4995	1.9980	-4.0000	0.1237	0.4995	0.0309	False
41774	0.7071	0.7071	-1.1716	-4.0000	-0.0503	-0.2929	-0.0126	False
41775	1.4142	1.4142	2.0711	-5.0000	0.0002	0.4142	0.0000	False
41776	2.0000	2.0000	4.0000	-4.0000	0.5769	1.0000	0.1442	False
41777	1.2056	1.2056	0.8223	-4.0000	0.0147	0.2056	0.0037	False
41778	2.0000	2.0000	1.0000	-1.0000	0.5550	1.0000	0.5550	False
41779	1.7693	1.7693	4.6158	-6.0000	0.1673	0.7693	0.0279	False
41780	1.2599	1.2599	0.7798	-3.0000	0.0437	0.2599	0.0146	False
41781	1.6180	1.6180	3.7082	-6.0000	0.0191	0.6180	0.0032	False
41782	1.4249	1.4249	1.2746	-3.0000	0.1616	0.4249	0.0539	False
41783	2.0000	2.0000	6.0000	-6.0000	-0.0200	1.0000	-0.0033	False
41784	0.7943	0.7943	-0.8228	-4.0000	-0.0000	-0.2057	-0.0000	False
41785	2.0000	2.0000	5.0000	-5.0000	0.1050	1.0000	0.0210	False
41786	1.0000	1.0000	0.0000	-4.0000	0.0000	-0.0000	0.0000	False
41787	1.4142	1.4142	1.6569	-4.0000	0.1328	0.4142	0.0332	False
41788	0.7798	0.7798	-1.1008	-5.0000	-0.0000	-0.2202	-0.0000	False
41789	2.0000	2.0000	4.0000	-4.0000	0.2369	1.0000	0.0592	False
41790	1.7321	1.7321	2.9282	-4.0000	0.1336	0.7321	0.0334	False
41791	1.0000	1.0000	0.0000	-5.0000	0.0000	0.0000	0.0000	False
